index,question,match_time(s),matched_fields
230,"请帮我查询在2019年,富荣基金管理有限公司成立哪种类型的基金个数最多?",0.05,"基金基本信息表-成立日期, 基金基本信息表-管理人, 基金基本信息表-基金类型, 基金份额持有人结构表-公告日期, 基金股票持仓明细表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金规模变动表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
231,博时基金管理有限公司2019年成立了多少基金?,0.04,"基金基本信息表-成立日期, 基金份额持有人结构表-公告日期, 基金规模变动表-公告日期, 基金基本信息表-管理人, 基金份额持有人结构表-定期报告所属年度, 基金规模变动表-定期报告所属年度, 基金份额持有人结构表-截止日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
232,在2021年10月15日，使用中信行业分类标准，股票代码000828是属于哪个一级行业的?,0.052,"A股公司行业划分表-行业划分标准, A股公司行业划分表-股票代码, A股公司行业划分表-二级行业名称, A股公司行业划分表-一级行业名称, A股公司行业划分表-交易日期, A股票日行情表-股票代码, 基金股票持仓明细表-股票代码, 基金规模变动表-基金代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
233,我想知道华安汇嘉精选混合C在2020年Q4的季报中，该基金的第3大重仓股的代码是什么?,0.052,"基金股票持仓明细表-第N大重仓股, 基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-股票名称, 基金股票持仓明细表-基金代码, 基金股票持仓明细表-股票代码, 基金股票持仓明细表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
234,20210618日，一级行业为基础化工的股票的成交量合计是多少？取整。,0.053,"港股票日行情表-成交量(股), A股票日行情表-成交量(股), A股票日行情表-成交金额(元), 港股票日行情表-成交金额(元), A股公司行业划分表-股票代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
235,请查询在2021年度，688728股票涨停天数？   解释：（收盘价/昨日收盘价-1）》=9.8% 视作涨停,0.054,"A股票日行情表-今开盘(元), A股票日行情表-收盘价(元), A股票日行情表-成交量(股), 港股票日行情表-成交量(股), A股票日行情表-昨收盘(元), A股票日行情表-最高价(元), A股票日行情表-交易日, 港股票日行情表-今开盘(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
236,请帮我查询出20210506日，建筑材料一级行业涨幅超过5%（不包含）的股票数量。,0.049,"A股公司行业划分表-股票代码, A股公司行业划分表-一级行业名称, A股公司行业划分表-二级行业名称, A股票日行情表-股票代码, A股票日行情表-成交量(股), 港股票日行情表-成交量(股), A股公司行业划分表-交易日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
237,"我想了解易方达稳健收益债券C基金,在2021年二季度的季报第5大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",0.07,"基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-第N大重仓股, 基金股票持仓明细表-基金简称, 基金债券持仓明细表-持债市值占基金资产净值比, 基金债券持仓明细表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
238,我想知道兴全安泰平衡养老目标三年持有期混合(FOF)A基金在20190331的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。,0.082,"基金可转债持仓明细表-第N大重仓股, 基金可转债持仓明细表-基金简称, 基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-市值, 基金可转债持仓明细表-市值占基金资产净值比, 基金可转债持仓明细表-数量, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
239,我想知道东方红品质优选两年定期开放混合基金，在2021年半年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,0.067,"基金股票持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-报告类型, 基金股票持仓明细表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
240,我想知道在2021年，摩根基金管理(中国)有限公司已发行的基金中，有多少只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？,0.093,"基金规模变动表-报告期期末基金总份额, 基金规模变动表-报告期期初基金总份额, 基金规模变动表-报告期基金总赎回份额, 基金规模变动表-报告期基金总申购份额, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额"
241,请查询在2021年度，600373股票涨停天数？   解释：（收盘价/昨日收盘价-1）》=9.8% 视作涨停,0.052,"A股票日行情表-股票代码, A股票日行情表-成交量(股), A股票日行情表-今开盘(元), 基金股票持仓明细表-股票代码, 港股票日行情表-成交量(股), A股票日行情表-收盘价(元), 港股票日行情表-交易日, A股票日行情表-交易日, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
242,我想知道在2020年，广发基金管理有限公司已发行的基金中，有多少只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？,0.089,"基金规模变动表-报告期期末基金总份额, 基金规模变动表-报告期期初基金总份额, 基金规模变动表-报告期基金总申购份额, 基金规模变动表-报告期基金总赎回份额, 基金份额持有人结构表-公告日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
243,我想知道股票601086在申万行业分类下的二级行业是什么？用最新的数据。,0.045,"A股公司行业划分表-二级行业名称, A股公司行业划分表-股票代码, A股公司行业划分表-行业划分标准, A股公司行业划分表-一级行业名称, 基金股票持仓明细表-股票代码, A股票日行情表-股票代码, A股公司行业划分表-交易日期, 基金可转债持仓明细表-对应股票代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
244,请帮我查询下，在2019年09月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。,0.086,"基金规模变动表-报告期基金总赎回份额, 基金规模变动表-报告期基金总申购份额, 基金规模变动表-报告期期末基金总份额, 基金规模变动表-报告期期初基金总份额, 基金规模变动表-基金简称, 基金份额持有人结构表-基金简称, 基金股票持仓明细表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
245,请帮我计算，在20190114，中信行业分类划分的一级行业为建材行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,0.103,"A股公司行业划分表-一级行业名称, A股公司行业划分表-股票代码, A股票日行情表-成交量(股), A股公司行业划分表-二级行业名称, A股票日行情表-股票代码, A股票日行情表-最高价(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
246,请问在机械设备行业，20190508行业的A股公司有多少?,0.045,"A股公司行业划分表-股票代码, A股公司行业划分表-一级行业名称, A股公司行业划分表-二级行业名称, A股公司行业划分表-行业划分标准, A股公司行业划分表-交易日期, A股票日行情表-成交量(股), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
247,我想知道国寿安保基金管理有限公司在2020年成立了多少只管理费率小于0.8%的基金？,0.05,"基金基本信息表-管理费率, 基金基本信息表-管理人, 基金份额持有人结构表-公告日期, 基金规模变动表-基金简称, 基金基本信息表-托管费率, 基金基本信息表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
248,20200722日，一级行业为化工的股票的成交金额合计是多少？取整。,0.047,"A股票日行情表-成交金额(元), A股票日行情表-成交量(股), 港股票日行情表-成交金额(元), 港股票日行情表-成交量(股), A股公司行业划分表-交易日期, A股票日行情表-交易日, A股票日行情表-今开盘(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
249,博时基金管理有限公司管理的债券型产品的数量有多少?,0.044,"基金债券持仓明细表-持债数量, 基金债券持仓明细表-债券类型, 基金基本信息表-基金类型, 基金可转债持仓明细表-数量, 基金债券持仓明细表-持债市值占基金资产净值比, 基金债券持仓明细表-第N大重仓股, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
250,请列出工银瑞信基金管理有限公司在2019年成立并且托管人为平安银行股份有限公司的所有基金的基金托管费率的平均数。,0.071,"基金基本信息表-托管费率, 基金基本信息表-管理费率, 基金基本信息表-托管人, 基金基本信息表-成立日期, 基金基本信息表-管理人, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
251,20211229日，请给出工银瑞信消费行业股票A基金的管理人和累计单位净值。,0.047,"基金日行情表-资产净值, 基金日行情表-累计单位净值, 基金日行情表-单位净值, 基金基本信息表-管理人, 基金日行情表-复权单位净值, 基金股票持仓明细表-市值, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
252,20190318日，开盘价较上一交易日最高价高的股票有多少只？（如上一交易日没有某只股票，则不统计在内）,0.057,"A股票日行情表-最高价(元), A股票日行情表-今开盘(元), A股票日行情表-成交量(股), A股票日行情表-交易日, 港股票日行情表-最高价(元), 港股票日行情表-今开盘(元), 港股票日行情表-交易日, 港股票日行情表-成交量(股), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
253,"请查询：2021年12月年报(含半年报),持有21昆山农商二级且是前10大重仓股的基金有几个？",0.058,"基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-报告类型, 基金股票持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-持仓日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
254,"请帮我查询下，在20211117，申万行业分类里一级行业为商业贸易行业的所有股票里, 成交金额(元)TOP5的股票的代码分别是什么？成交金额分别是多少？",0.083,"A股公司行业划分表-股票代码, A股票日行情表-成交量(股), A股公司行业划分表-交易日期, A股票日行情表-成交金额(元), 港股票日行情表-成交金额(元), A股公司行业划分表-一级行业名称, 港股票日行情表-成交量(股), A股票日行情表-股票代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
255,嘉实基金管理有限公司管理的混合型产品的数量有多少?,0.038,"基金基本信息表-管理人, 基金日行情表-资产净值, 基金股票持仓明细表-数量, 基金基本信息表-基金类型, 基金可转债持仓明细表-数量, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
256,招商基金管理有限公司2019年成立了多少基金?,0.047,"基金基本信息表-成立日期, 基金份额持有人结构表-公告日期, 基金基本信息表-管理人, 基金规模变动表-报告期基金总申购份额, 基金规模变动表-公告日期, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-截止日期, 基金规模变动表-定期报告所属年度, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
257,海富通稳健养老目标一年持有期混合(FOF)A基金在20210331的季报里，前三大持仓占比的债券名称是什么?,0.072,"基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金债券持仓明细表-债券名称, 基金债券持仓明细表-持债市值占基金资产净值比, 基金基本信息表-基金简称, 基金债券持仓明细表-基金简称, 基金规模变动表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
258,请列出汇添富基金管理股份有限公司在2020年成立并且托管人为中国农业银行股份有限公司的所有基金的基金托管费率的平均数。,0.074,"基金基本信息表-托管费率, 基金基本信息表-管理费率, 基金基本信息表-托管人, 基金基本信息表-管理人, 基金基本信息表-成立日期, 基金日行情表-资产净值, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
259,在2020年6月7日，使用中信行业分类标准，股票代码002162是属于哪个一级行业的?,0.054,"A股公司行业划分表-二级行业名称, A股公司行业划分表-行业划分标准, A股公司行业划分表-股票代码, A股公司行业划分表-一级行业名称, A股公司行业划分表-交易日期, 基金股票持仓明细表-股票代码, A股票日行情表-股票代码, 基金可转债持仓明细表-对应股票代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
260,"在20211231的年报(含半年报)中，泰康长江经济带债券A基金的债券持仓,其持有最大仓位的债券类型是什么?",0.069,"基金债券持仓明细表-第N大重仓股, 基金债券持仓明细表-债券类型, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-报告类型, 基金债券持仓明细表-持仓日期, 基金债券持仓明细表-债券名称, 基金可转债持仓明细表-报告类型, 基金债券持仓明细表-持债市值, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
261,在2020年报中，方正富邦沪深300ETF基金第一大重仓股的代码和股票名称是什么？,0.046,"基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金可转债持仓明细表-对应股票代码, 基金股票持仓明细表-股票代码, 基金股票持仓明细表-股票名称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
262,股票002648在20210803日期中的收盘价是多少?（小数点保留3位）,0.052,"A股票日行情表-收盘价(元), A股票日行情表-昨收盘(元), 港股票日行情表-收盘价(元), 港股票日行情表-昨收盘(元), A股票日行情表-今开盘(元), 基金股票持仓明细表-股票代码, A股票日行情表-股票代码, 港股票日行情表-今开盘(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
263,南方基金管理股份有限公司2020年成立了多少基金?,0.041,"基金基本信息表-成立日期, 基金基本信息表-管理人, 基金份额持有人结构表-公告日期, 基金规模变动表-报告期期末基金总份额, 基金份额持有人结构表-基金简称, 基金规模变动表-报告期基金总申购份额, 基金规模变动表-公告日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
264,"在20211231的年报(含半年报)中，广发资管乾利一年持有期债券A基金的债券持仓,其持有最大仓位的债券类型是什么?",0.069,"基金债券持仓明细表-第N大重仓股, 基金债券持仓明细表-债券类型, 基金债券持仓明细表-持债市值, 基金债券持仓明细表-持债市值占基金资产净值比, 基金可转债持仓明细表-第N大重仓股, 基金债券持仓明细表-持仓日期, 基金可转债持仓明细表-报告类型, 基金债券持仓明细表-持债数量, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
265,请列出华宝基金管理有限公司在2019年成立并且托管人为中国民生银行股份有限公司的所有基金的基金托管费率的平均数。,0.068,"基金基本信息表-托管费率, 基金基本信息表-管理费率, 基金基本信息表-托管人, 基金基本信息表-管理人, 基金基本信息表-成立日期, 基金日行情表-资产净值, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
266,我想知道股票000060在申万行业分类下的二级行业是什么？用最新的数据。,0.05,"A股公司行业划分表-二级行业名称, A股公司行业划分表-股票代码, A股公司行业划分表-行业划分标准, A股公司行业划分表-一级行业名称, 基金股票持仓明细表-股票代码, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-报告类型, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
267,请帮我查询下，在2019年03月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。,0.087,"基金规模变动表-报告期基金总赎回份额, 基金规模变动表-报告期基金总申购份额, 基金规模变动表-报告期期末基金总份额, 基金规模变动表-报告期期初基金总份额, 基金规模变动表-基金简称, 基金份额持有人结构表-基金简称, 基金股票持仓明细表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
268,20201116日，一级行业为电气设备的股票的成交金额合计是多少？取整。,0.045,"A股票日行情表-成交金额(元), A股票日行情表-成交量(股), 港股票日行情表-成交金额(元), 港股票日行情表-成交量(股), A股公司行业划分表-交易日期, A股公司行业划分表-股票代码, A股公司行业划分表-一级行业名称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
269,"我想了解一下金鹰基金管理有限公司2019年成立的债券型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。",0.069,"基金基本信息表-管理费率, 基金基本信息表-管理人, 基金基本信息表-托管费率, 基金基本信息表-基金简称, 基金债券持仓明细表-基金简称, 基金基本信息表-成立日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
270,2019年一季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。,0.059,"基金规模变动表-报告期基金总赎回份额, 基金规模变动表-报告期基金总申购份额, 基金规模变动表-报告期期末基金总份额, 基金规模变动表-报告期期初基金总份额, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额"
271,请问在基础化工行业，20201215行业的A股公司有多少?,0.042,"A股公司行业划分表-股票代码, A股公司行业划分表-二级行业名称, A股公司行业划分表-行业划分标准, A股公司行业划分表-一级行业名称, 基金股票持仓明细表-股票名称, 基金股票持仓明细表-股票代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
272,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2019年，中信行业分类行业划分标准,电力及公用事业一级行业中, 代码为多少的股票的日均收益率最高？",0.096,"A股公司行业划分表-股票代码, A股票日行情表-股票代码, A股票日行情表-收盘价(元), A股票日行情表-昨收盘(元), A股公司行业划分表-交易日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
273,"在20210630的年报(含半年报)中，鹏华可转债债券C基金的债券持仓,其持有最大仓位的债券类型是什么?",0.069,"基金可转债持仓明细表-第N大重仓股, 基金可转债持仓明细表-报告类型, 基金可转债持仓明细表-持仓日期, 基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-市值, 基金债券持仓明细表-债券类型, 基金债券持仓明细表-持仓日期, 基金可转债持仓明细表-数量, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
274,"请帮我查询下，在20200617，中信行业分类里一级行业为钢铁行业的所有股票里, 成交金额(元)排名前三的股票的代码分别是什么？成交金额分别是多少？",0.076,"A股公司行业划分表-股票代码, A股票日行情表-成交量(股), A股票日行情表-成交金额(元), A股公司行业划分表-一级行业名称, A股公司行业划分表-二级行业名称, A股公司行业划分表-交易日期, A股票日行情表-股票代码, 港股票日行情表-成交金额(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
275,嘉实基金管理有限公司2020年成立了多少基金?,0.038,"基金基本信息表-成立日期, 基金基本信息表-管理人, 基金规模变动表-报告期基金总申购份额, 基金份额持有人结构表-公告日期, 基金规模变动表-公告日期, 基金规模变动表-报告期期末基金总份额, 基金基本信息表-托管人, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
276,20190812日，开盘价较上一交易日最高价高的股票有多少只？（如上一交易日没有某只股票，则不统计在内）,0.068,"A股票日行情表-最高价(元), A股票日行情表-交易日, A股票日行情表-成交量(股), A股票日行情表-今开盘(元), 港股票日行情表-交易日, 港股票日行情表-最高价(元), 港股票日行情表-成交量(股), A股票日行情表-昨收盘(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
277,我想知道在20211231的季报里，鹏扬添利增强债券A投资的股票分别是哪些申万一级行业？,0.054,"A股公司行业划分表-股票代码, A股公司行业划分表-一级行业名称, A股公司行业划分表-二级行业名称, 基金债券持仓明细表-基金简称, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-报告类型, 基金可转债持仓明细表-报告类型, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
278,"帮我算一下在20200617,代码为00878的港股日价格振幅是多少，小数点后保留不超过3位。",0.052,"港股票日行情表-今开盘(元), 港股票日行情表-昨收盘(元), 港股票日行情表-收盘价(元), 港股票日行情表-成交量(股), 港股票日行情表-成交金额(元), 港股票日行情表-股票代码, 港股票日行情表-最高价(元), A股票日行情表-今开盘(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
279,大成景乐纯债债券C基金在20210331的季报里，前三大持仓占比的债券名称是什么?,0.05,"基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金债券持仓明细表-债券名称, 基金债券持仓明细表-持债市值占基金资产净值比, 基金债券持仓明细表-持仓日期, 基金可转债持仓明细表-债券名称, 基金可转债持仓明细表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
280,请帮我查询出20210719日，农林牧渔一级行业涨幅超过5%（不包含）的股票数量。,0.049,"A股公司行业划分表-股票代码, A股票日行情表-成交量(股), A股票日行情表-股票代码, A股公司行业划分表-交易日期, A股公司行业划分表-一级行业名称, 基金股票持仓明细表-股票名称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
281,"请帮我查询下，在20210319，申万行业分类里一级行业为公用事业行业的所有股票里, 成交金额(元)最多的股票的代码是什么？成交金额是多少？",0.081,"A股公司行业划分表-股票代码, A股票日行情表-成交金额(元), A股票日行情表-成交量(股), 港股票日行情表-成交金额(元), A股公司行业划分表-一级行业名称, 港股票日行情表-成交量(股), A股公司行业划分表-交易日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
282,我想知道光大阳光优选一年持有期混合B基金，在2020年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,0.071,"基金可转债持仓明细表-第N大重仓股, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-第N大重仓股, 基金股票持仓明细表-持仓日期, 基金股票持仓明细表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
283,20191231日，请给出西部利得沣泰债券A基金的管理人和单位净值。单位净值保留两位小数。,0.045,"基金日行情表-资产净值, 基金份额持有人结构表-基金简称, 基金日行情表-单位净值, 基金债券持仓明细表-基金简称, 基金债券持仓明细表-持债市值, 基金可转债持仓明细表-基金简称, 基金日行情表-累计单位净值, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
284,我想知道融通增祥三个月定期开放债券基金在20210630的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,0.083,"基金可转债持仓明细表-第N大重仓股, 基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-市值占基金资产净值比, 基金可转债持仓明细表-市值, 基金可转债持仓明细表-数量, 基金可转债持仓明细表-报告类型, 基金可转债持仓明细表-所在证券市场, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
285,20200910港股下跌的股票家数有多少家?,0.04,"港股票日行情表-成交量(股), 港股票日行情表-交易日, 港股票日行情表-股票代码, 港股票日行情表-成交金额(元), 港股票日行情表-今开盘(元), 港股票日行情表-最低价(元), 港股票日行情表-昨收盘(元), 港股票日行情表-收盘价(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
286,"请查询：2020年12月年报(含半年报),持有20国际港务SCP012且是前10大重仓股的基金有几个？",0.059,"基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-第N大重仓股, 基金股票持仓明细表-持仓日期, 基金股票持仓明细表-报告类型, 基金债券持仓明细表-持仓日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
